transaction_id,order_date,product_name,category,region,customer_segment,quantity,unit_price,unit_variable_cost
1058,2025-04-27,Watch,Accessories,Europe,Retail,2,227.45,81.16
1059,2024-05-25,Laptop,Electronics,Asia,Retail,3,763.87,452.66
1060,2025-09-14,Shoes,Clothing,Europe,Wholesale,4,125.17,62.24
1061,2024-11-06,Phone,Electronics,North America,Retail,1,555.13,324.09
1062,2025-07-11,Blender,Home,North America,Online,1,137.32,90.23
1063,2023-03-08,Blender,Home,Europe,Online,2,152.36,92.13
1064,2025-10-22,Phone,Electronics,North America,Retail,4,620.74,349.81
1065,2025-02-01,Laptop,Electronics,North America,Wholesale,1,725.28,545.39
1066,2023-02-15,Shoes,Clothing,North America,Online,3,112.22,56.82
1067,2024-03-24,Blender,Home,Asia,Retail,4,139.33,94.66
1068,2025-06-30,Shoes,Clothing,Asia,Online,3,124.4,61.12
1069,2024-02-01,Shoes,Clothing,North America,Online,2,108.06,65.81
1070,2025-08-24,Phone,Electronics,North America,Online,3,594.94,333.13
1071,2023-06-25,Laptop,Electronics,Europe,Retail,3,752.9,511.37
1072,2025-11-17,Jacket,Clothing,Europe,Online,1,192.06,93.77
1073,2024-03-14,Jacket,Clothing,North America,Wholesale,1,200.59,100.27
1074,2024-09-10,Bike,Sports,North America,Online,1,469.72,275.86
1075,2025-07-02,Phone,Electronics,Asia,Wholesale,2,567.53,330.28
1076,2025-04-01,Watch,Accessories,Asia,Wholesale,2,247.78,86.26
1077,2024-04-23,Laptop,Electronics,Europe,Online,2,774.68,468.34
1078,2025-05-20,Shoes,Clothing,Asia,Retail,2,113.85,63.58
1079,2023-05-20,Shoes,Clothing,Asia,Retail,1,118.32,59.25
1080,2024-05-20,Laptop,Electronics,North America,Retail,2,791.88,544.05
1081,2025-07-17,Phone,Electronics,North America,Retail,4,548.07,333.76
1082,2024-04-06,Blender,Home,North America,Wholesale,1,142.71,93.95
1083,2023-09-17,Blender,Home,Asia,Wholesale,2,148.73,82.72
1084,2024-09-17,Bike,Sports,Europe,Online,2,467.4,272.77
1085,2023-09-12,Phone,Electronics,Europe,Retail,4,638.36,384.95
1086,2025-06-05,Jacket,Clothing,Europe,Retail,2,207.16,94.74
1087,2025-07-15,Bike,Sports,Europe,Wholesale,1,546.44,279.82
1088,2023-04-24,Bike,Sports,North America,Online,4,528.17,282.23
1089,2024-01-21,Laptop,Electronics,Asia,Retail,2,787.03,501.46
1090,2024-11-05,Watch,Accessories,Europe,Retail,3,227.72,72.3
1091,2024-07-29,Jacket,Clothing,Europe,Retail,3,203.23,108.58
1092,2023-02-27,Bike,Sports,Asia,Wholesale,2,520.86,313.91
1093,2025-09-23,Laptop,Electronics,Asia,Wholesale,2,731.31,486.15
1094,2023-01-26,Blender,Home,Asia,Online,1,159.48,88.78
1095,2025-03-20,Laptop,Electronics,Asia,Online,4,785.75,510.43
1096,2024-10-19,Phone,Electronics,Europe,Retail,1,615.21,317.02
1097,2024-05-05,Shoes,Clothing,Europe,Retail,3,112.15,61.46
1098,2023-10-08,Watch,Accessories,Asia,Wholesale,3,245.34,84.2
1099,2024-07-05,Shoes,Clothing,Europe,Online,4,122.08,59.46
1100,2023-06-16,Blender,Home,Asia,Retail,4,156.54,88.97
1101,2024-06-11,Watch,Accessories,North America,Online,3,244.15,74.85
1102,2025-08-22,Jacket,Clothing,North America,Retail,1,196.63,95.17
1103,2025-03-01,Shoes,Clothing,Europe,Online,1,119.71,56.45
1104,2024-07-04,Blender,Home,Europe,Online,1,149.41,89.75
1105,2024-10-07,Laptop,Electronics,Europe,Wholesale,2,864.71,450.07
1106,2025-12-31,Laptop,Electronics,North America,Online,4,750.77,496.39
1107,2023-05-30,Bike,Sports,Asia,Online,2,545.23,301.98
1108,2025-08-01,Bike,Sports,North America,Retail,3,464.94,325.8
1109,2023-09-08,Phone,Electronics,North America,Online,1,559.75,343.44
1110,2025-11-23,Shoes,Clothing,Asia,Online,3,120.41,55.01
1111,2024-12-04,Watch,Accessories,North America,Retail,1,260.74,78.88
1112,2024-10-12,Shoes,Clothing,Asia,Wholesale,1,125.22,63.32
1113,2024-12-22,Blender,Home,North America,Wholesale,4,137.36,86.96
1114,2023-12-22,Bike,Sports,Asia,Online,3,518.47,282.72
1115,2025-04-07,Watch,Accessories,Europe,Retail,3,236.72,72.31
1116,2025-02-08,Shoes,Clothing,Asia,Online,4,108.17,62.16
1117,2024-05-20,Blender,Home,North America,Wholesale,2,157.26,81.57
1118,2025-05-07,Bike,Sports,North America,Retail,2,486.87,316.18
1119,2023-10-10,Blender,Home,North America,Retail,2,139.18,90.36
1120,2024-01-14,Watch,Accessories,Asia,Online,4,242.07,75.45
1121,2024-12-26,Bike,Sports,Asia,Retail,3,535.01,287.35
1122,2025-10-05,Shoes,Clothing,Europe,Online,2,120.9,60.91
1123,2023-04-25,Blender,Home,North America,Online,4,151.09,90.05
1124,2024-06-22,Laptop,Electronics,Europe,Retail,3,727.92,509.94
1125,2025-07-29,Jacket,Clothing,Europe,Online,1,198.38,99.98
1126,2025-07-16,Laptop,Electronics,North America,Retail,2,797.65,464.94
1127,2025-02-11,Shoes,Clothing,North America,Wholesale,1,113.11,61.29
1128,2023-11-28,Shoes,Clothing,North America,Retail,2,109.75,61.52
1129,2025-08-07,Watch,Accessories,North America,Online,3,256.12,86.95
1130,2023-07-19,Laptop,Electronics,Europe,Retail,4,807.51,504.62
1131,2024-07-04,Blender,Home,Asia,Retail,1,137.98,82.63
1132,2024-04-15,Phone,Electronics,Europe,Wholesale,4,613.94,382.26
1133,2025-04-10,Jacket,Clothing,Europe,Retail,1,189.43,104.27
1134,2024-05-30,Phone,Electronics,Asia,Online,2,545.34,335.24
1135,2025-01-26,Phone,Electronics,North America,Retail,2,609.76,320.53
1136,2023-02-26,Watch,Accessories,Europe,Wholesale,3,272.51,80.57
1137,2024-08-11,Blender,Home,Asia,Online,2,149.71,96.24
1138,2025-07-17,Laptop,Electronics,Asia,Online,4,798.71,507.28
1139,2024-09-04,Shoes,Clothing,Europe,Retail,2,116.02,55.28
1140,2025-05-08,Shoes,Clothing,Asia,Retail,4,112.05,59.53
1141,2025-10-14,Watch,Accessories,North America,Retail,4,252.59,77.7
1142,2023-08-16,Phone,Electronics,Asia,Retail,4,570.99,332.04
1143,2024-03-12,Phone,Electronics,Asia,Retail,1,568.51,349.25
1144,2025-02-07,Watch,Accessories,Asia,Retail,1,235.25,83.87
1145,2024-05-20,Phone,Electronics,Asia,Wholesale,2,562.03,372.46
1146,2024-09-09,Watch,Accessories,Europe,Retail,4,233.93,79.89
1147,2024-05-16,Watch,Accessories,Europe,Online,3,243.81,86.77
1148,2025-11-26,Phone,Electronics,Europe,Online,2,599.23,346.75
1149,2025-07-14,Bike,Sports,Asia,Wholesale,1,461.01,293.0
1150,2025-09-25,Laptop,Electronics,Asia,Wholesale,4,836.41,461.52
1151,2024-11-07,Shoes,Clothing,Europe,Wholesale,3,129.12,56.34
1152,2024-01-23,Jacket,Clothing,Europe,Wholesale,2,217.33,102.75
1153,2025-07-12,Shoes,Clothing,Asia,Retail,4,131.55,62.88
1154,2024-03-14,Phone,Electronics,Asia,Retail,2,601.47,349.12
1155,2024-01-30,Shoes,Clothing,Asia,Online,3,124.14,56.08
1156,2023-03-16,Jacket,Clothing,Asia,Wholesale,3,188.11,104.91
1157,2024-01-07,Bike,Sports,North America,Online,4,451.59,313.8
1158,2024-01-06,Laptop,Electronics,North America,Wholesale,3,728.95,464.22
1159,2024-05-26,Laptop,Electronics,Europe,Online,1,853.83,501.19
1160,2024-01-31,Shoes,Clothing,Asia,Wholesale,4,121.72,57.98
1161,2024-10-08,Blender,Home,North America,Online,2,164.1,81.4
1162,2024-01-06,Bike,Sports,North America,Online,4,463.56,278.74
1163,2025-12-06,Phone,Electronics,North America,Online,3,623.03,325.91
1164,2025-04-23,Jacket,Clothing,Asia,Wholesale,1,218.2,102.22
1165,2025-01-15,Blender,Home,Asia,Online,3,158.02,97.68
1166,2024-04-10,Bike,Sports,North America,Retail,4,455.12,299.79
1167,2023-04-10,Jacket,Clothing,Asia,Wholesale,1,184.19,95.36
1168,2025-01-07,Watch,Accessories,Europe,Wholesale,3,260.36,75.05
1169,2023-02-22,Jacket,Clothing,North America,Wholesale,2,218.24,91.41
1170,2024-10-29,Bike,Sports,Europe,Online,1,505.41,280.47
1171,2024-01-15,Jacket,Clothing,Asia,Retail,3,196.78,97.81
1172,2024-01-01,Watch,Accessories,Asia,Online,2,252.21,83.85
1173,2025-03-26,Laptop,Electronics,North America,Wholesale,1,847.59,522.01
1174,2023-04-29,Watch,Accessories,Asia,Wholesale,3,241.87,72.29
1175,2023-10-11,Shoes,Clothing,Europe,Wholesale,1,124.15,65.89
1176,2025-11-11,Bike,Sports,Europe,Online,3,469.06,297.72
1177,2025-02-01,Bike,Sports,Europe,Retail,4,539.95,326.45
1178,2023-08-13,Watch,Accessories,North America,Online,2,254.54,82.44
1179,2024-09-14,Jacket,Clothing,Asia,Wholesale,2,187.8,106.54
1180,2023-08-23,Laptop,Electronics,North America,Retail,4,753.2,506.88
1181,2025-02-14,Bike,Sports,Asia,Wholesale,1,458.51,288.18
1182,2024-03-12,Phone,Electronics,Europe,Wholesale,2,644.17,376.69
1183,2023-06-01,Bike,Sports,Asia,Wholesale,2,481.15,316.98
1184,2024-07-14,Shoes,Clothing,Asia,Online,2,117.18,59.32
1185,2025-01-17,Watch,Accessories,Europe,Retail,3,243.09,80.39
1186,2024-03-19,Laptop,Electronics,North America,Retail,1,835.77,507.72
1187,2023-04-25,Phone,Electronics,Asia,Online,1,583.2,320.37
1188,2025-08-26,Phone,Electronics,Europe,Retail,1,577.85,362.78
1189,2023-06-26,Laptop,Electronics,Asia,Retail,1,834.75,503.81
1190,2025-09-25,Phone,Electronics,North America,Online,4,560.19,328.3
1191,2025-10-12,Jacket,Clothing,Asia,Wholesale,3,205.81,103.02
1192,2023-01-22,Jacket,Clothing,North America,Wholesale,1,219.2,101.93
1193,2024-01-31,Watch,Accessories,Europe,Online,3,226.88,81.11
1194,2023-08-20,Phone,Electronics,Asia,Wholesale,1,594.98,381.15
1195,2023-12-11,Jacket,Clothing,Asia,Retail,4,216.24,100.83
1196,2023-10-11,Phone,Electronics,Asia,Retail,4,582.81,326.5
1197,2023-12-23,Jacket,Clothing,Europe,Wholesale,1,187.71,102.13
1198,2025-10-11,Laptop,Electronics,Europe,Wholesale,1,813.03,544.78
1199,2024-10-29,Bike,Sports,Asia,Wholesale,3,452.78,284.8
1200,2023-03-03,Bike,Sports,Europe,Online,1,476.61,319.99
1201,2025-12-11,Laptop,Electronics,Europe,Online,3,821.4,464.05
1202,2025-01-21,Shoes,Clothing,North America,Wholesale,4,118.57,64.28
1203,2023-01-20,Bike,Sports,Europe,Online,4,455.98,323.32
1204,2025-05-10,Blender,Home,Asia,Retail,1,157.44,84.75
1205,2024-08-07,Watch,Accessories,North America,Wholesale,3,246.24,78.17
1206,2025-09-01,Phone,Electronics,Asia,Online,4,572.33,377.12
1207,2023-07-01,Bike,Sports,North America,Online,1,465.69,326.85
1208,2025-01-25,Phone,Electronics,North America,Retail,2,628.17,332.65
1209,2024-08-04,Jacket,Clothing,Europe,Wholesale,3,206.63,97.57
1210,2025-09-02,Blender,Home,Asia,Wholesale,2,143.07,81.38
1211,2023-02-08,Bike,Sports,North America,Wholesale,1,503.92,328.13
1212,2025-12-13,Shoes,Clothing,North America,Online,4,128.19,65.96
1213,2023-01-23,Bike,Sports,North America,Wholesale,2,510.06,273.75
1214,2025-12-03,Shoes,Clothing,Europe,Wholesale,4,124.47,65.39
1215,2024-05-26,Jacket,Clothing,Europe,Wholesale,2,214.08,97.13
1216,2023-08-16,Laptop,Electronics,Europe,Online,3,825.27,532.39
1217,2024-05-03,Shoes,Clothing,North America,Online,2,123.6,63.05
1218,2024-07-05,Jacket,Clothing,Asia,Wholesale,3,205.19,97.2
1219,2025-02-22,Bike,Sports,Asia,Wholesale,4,476.85,299.54
1220,2024-01-31,Laptop,Electronics,North America,Retail,1,767.83,491.08
1221,2025-02-27,Jacket,Clothing,Asia,Wholesale,1,215.65,98.23
1222,2024-08-27,Phone,Electronics,Asia,Retail,2,612.92,383.84
1223,2023-02-04,Jacket,Clothing,North America,Wholesale,3,191.47,101.19
1224,2023-08-17,Shoes,Clothing,Europe,Wholesale,3,112.96,64.49
1225,2025-09-15,Shoes,Clothing,Asia,Wholesale,4,123.13,62.97
1226,2023-03-16,Laptop,Electronics,Europe,Retail,2,756.11,471.18
1227,2025-03-15,Watch,Accessories,Asia,Online,1,261.49,83.77
1228,2023-08-17,Blender,Home,Europe,Retail,2,141.98,83.08
1229,2024-09-06,Phone,Electronics,Asia,Online,3,620.32,377.18
1230,2023-11-20,Shoes,Clothing,North America,Online,2,131.29,60.71
1231,2023-07-12,Watch,Accessories,Asia,Retail,3,237.03,83.9
1232,2025-05-18,Laptop,Electronics,North America,Online,4,767.14,475.87
1233,2024-04-19,Watch,Accessories,North America,Online,1,227.65,84.08
1234,2024-10-18,Blender,Home,Europe,Retail,2,153.24,88.26
1235,2025-10-26,Jacket,Clothing,Asia,Retail,4,184.67,103.12
1236,2024-04-12,Phone,Electronics,North America,Online,1,549.42,376.69
1237,2024-09-23,Bike,Sports,Asia,Retail,4,487.62,325.53
1238,2023-12-19,Shoes,Clothing,Europe,Online,2,125.75,55.04
1239,2023-04-23,Bike,Sports,North America,Wholesale,3,521.9,287.22
1240,2025-01-20,Laptop,Electronics,Asia,Online,3,856.7,524.9
1241,2024-04-21,Jacket,Clothing,North America,Wholesale,3,203.26,100.67
1242,2024-03-23,Jacket,Clothing,Europe,Wholesale,3,200.81,99.49
1243,2024-03-29,Jacket,Clothing,Asia,Wholesale,4,217.46,96.17
1244,2023-09-06,Phone,Electronics,Europe,Online,1,546.85,362.1
1245,2025-05-07,Laptop,Electronics,North America,Online,4,836.07,461.32
1246,2025-01-08,Bike,Sports,Europe,Online,2,526.72,328.36
1247,2023-09-25,Shoes,Clothing,Asia,Retail,2,125.84,59.26
1248,2023-11-10,Blender,Home,Asia,Retail,4,145.14,97.32
1249,2024-11-30,Laptop,Electronics,Asia,Online,2,841.02,529.41
1250,2025-12-15,Shoes,Clothing,Europe,Online,3,119.94,57.16
1251,2025-12-16,Watch,Accessories,Europe,Retail,2,246.55,75.17
1252,2023-03-25,Phone,Electronics,Europe,Online,2,602.54,325.48
1253,2025-12-24,Blender,Home,North America,Retail,2,145.77,95.55
1254,2023-05-29,Watch,Accessories,Europe,Retail,4,228.64,86.92
1255,2025-05-14,Bike,Sports,Asia,Wholesale,4,530.77,284.78
1256,2024-10-25,Blender,Home,Europe,Retail,2,151.66,90.5
1257,2024-08-09,Laptop,Electronics,North America,Online,3,722.82,501.7
1258,2023-02-11,Bike,Sports,Europe,Wholesale,4,518.17,282.47
1259,2025-06-28,Phone,Electronics,Europe,Online,4,621.24,371.22
1260,2024-01-20,Shoes,Clothing,North America,Online,4,122.64,58.59
1261,2025-08-24,Watch,Accessories,Europe,Retail,4,236.36,78.5
1262,2024-08-07,Laptop,Electronics,North America,Retail,4,807.21,516.15
1263,2023-05-30,Laptop,Electronics,North America,Online,2,851.8,535.7
1264,2025-12-07,Shoes,Clothing,North America,Wholesale,2,113.85,59.62
1265,2024-05-01,Blender,Home,Europe,Online,3,157.37,81.63
1266,2025-08-14,Bike,Sports,Europe,Wholesale,1,546.15,318.44
1267,2023-07-21,Laptop,Electronics,North America,Retail,4,744.8,516.45
1268,2025-02-03,Blender,Home,Europe,Wholesale,3,148.26,83.57
1269,2024-06-23,Laptop,Electronics,North America,Online,3,857.9,497.71
1270,2024-01-28,Blender,Home,North America,Retail,4,157.43,99.0
1271,2025-07-06,Phone,Electronics,Asia,Retail,4,576.52,321.05
1272,2025-10-29,Shoes,Clothing,Europe,Retail,4,109.52,61.18
1273,2025-09-20,Watch,Accessories,North America,Wholesale,1,252.2,80.96
1274,2025-11-17,Phone,Electronics,Asia,Online,4,616.33,326.53
1275,2024-09-30,Phone,Electronics,North America,Wholesale,2,610.58,324.68
1276,2025-12-24,Blender,Home,Europe,Wholesale,3,144.48,94.13
1277,2024-06-29,Laptop,Electronics,Asia,Retail,4,857.9,506.43
1278,2025-12-24,Phone,Electronics,North America,Wholesale,1,578.03,347.72
1279,2024-09-12,Watch,Accessories,Europe,Wholesale,3,232.4,73.58
1280,2025-09-18,Jacket,Clothing,North America,Wholesale,3,201.42,105.77
1281,2024-06-05,Laptop,Electronics,North America,Online,4,773.39,481.65
1282,2025-11-09,Bike,Sports,Europe,Online,4,497.71,277.85
1283,2023-09-22,Laptop,Electronics,Asia,Online,2,797.16,502.03
1284,2023-12-16,Bike,Sports,North America,Retail,2,501.76,277.47
1285,2023-02-22,Phone,Electronics,Europe,Wholesale,4,650.22,378.29
1286,2024-09-20,Watch,Accessories,North America,Online,3,273.4,86.64
1287,2025-05-27,Phone,Electronics,North America,Retail,3,640.49,336.69
1288,2024-12-08,Bike,Sports,Asia,Retail,2,493.19,293.17
1289,2025-01-22,Shoes,Clothing,Europe,Retail,2,115.85,61.54
1290,2024-10-27,Shoes,Clothing,Europe,Online,4,129.82,65.49
1291,2023-01-23,Laptop,Electronics,North America,Retail,3,782.85,467.97
1292,2024-11-11,Shoes,Clothing,Europe,Wholesale,1,125.59,58.04
1293,2025-08-07,Laptop,Electronics,North America,Retail,4,832.67,452.98
1294,2024-03-14,Phone,Electronics,Asia,Online,4,595.86,381.02
1295,2024-01-31,Bike,Sports,Asia,Retail,1,534.2,298.97
1296,2023-01-20,Laptop,Electronics,Asia,Online,3,840.94,498.34
1297,2023-07-05,Phone,Electronics,North America,Wholesale,4,603.53,348.71
1298,2023-08-11,Jacket,Clothing,North America,Retail,3,190.5,91.05
1299,2024-05-13,Bike,Sports,North America,Wholesale,1,498.31,294.96
1300,2023-10-18,Jacket,Clothing,Asia,Online,1,191.67,93.46
1301,2023-04-04,Watch,Accessories,Asia,Retail,4,268.3,74.75
1302,2023-03-18,Blender,Home,North America,Wholesale,4,154.14,86.77
1303,2025-04-05,Jacket,Clothing,North America,Online,3,182.14,98.91
1304,2023-09-02,Jacket,Clothing,Europe,Retail,2,199.92,96.2
1305,2023-05-22,Laptop,Electronics,North America,Retail,1,720.75,457.24
1306,2024-10-14,Bike,Sports,Europe,Retail,2,538.25,271.21
1307,2023-09-21,Shoes,Clothing,Europe,Wholesale,4,108.17,63.83
1308,2023-06-26,Blender,Home,Europe,Retail,3,146.25,90.16
1309,2025-08-12,Bike,Sports,Europe,Wholesale,4,514.21,287.89
1310,2024-08-28,Bike,Sports,Asia,Online,1,535.04,294.86
1311,2023-03-05,Bike,Sports,Asia,Retail,2,514.26,320.99
1312,2025-09-11,Watch,Accessories,Europe,Online,4,263.56,72.62
1313,2023-02-02,Jacket,Clothing,North America,Wholesale,4,194.11,96.51
1314,2025-12-14,Blender,Home,North America,Retail,1,149.12,83.83
1315,2024-12-05,Watch,Accessories,Europe,Wholesale,2,259.69,74.55
1316,2023-12-04,Laptop,Electronics,North America,Wholesale,3,832.92,532.08
1317,2025-03-05,Laptop,Electronics,North America,Retail,3,853.0,526.68
1318,2023-04-21,Watch,Accessories,North America,Wholesale,1,230.06,82.81
1319,2023-05-02,Laptop,Electronics,Asia,Wholesale,1,764.75,469.15
1320,2023-01-09,Blender,Home,North America,Online,1,137.36,87.42
1321,2025-12-10,Jacket,Clothing,Asia,Wholesale,1,208.02,98.04
1322,2023-07-15,Jacket,Clothing,North America,Online,1,180.12,90.19
1323,2023-05-28,Jacket,Clothing,Europe,Online,2,203.47,98.91
1324,2023-08-17,Bike,Sports,North America,Wholesale,3,516.36,317.04
1325,2023-05-06,Laptop,Electronics,North America,Online,2,869.22,488.31
1326,2023-10-08,Laptop,Electronics,Asia,Wholesale,3,860.52,502.73
1327,2024-06-04,Watch,Accessories,Europe,Online,2,248.18,86.21
1328,2023-09-14,Bike,Sports,Europe,Wholesale,2,541.08,326.6
1329,2024-04-08,Jacket,Clothing,Asia,Wholesale,2,205.35,99.0
1330,2023-03-15,Phone,Electronics,Asia,Online,3,602.61,315.94
1331,2024-01-08,Watch,Accessories,Asia,Retail,2,265.28,72.93
1332,2023-12-12,Laptop,Electronics,Asia,Retail,1,721.44,475.78
1333,2024-10-25,Jacket,Clothing,Asia,Online,1,206.16,102.37
1334,2024-02-15,Laptop,Electronics,North America,Retail,4,797.12,525.6
1335,2025-09-15,Watch,Accessories,Europe,Retail,2,257.71,76.41
1336,2025-07-28,Bike,Sports,Asia,Wholesale,3,511.34,285.7
1337,2023-04-15,Phone,Electronics,Europe,Retail,2,603.37,382.86
1338,2025-12-26,Watch,Accessories,North America,Wholesale,2,259.42,74.54
1339,2025-05-23,Laptop,Electronics,North America,Online,1,811.5,540.75
1340,2024-03-17,Shoes,Clothing,North America,Retail,2,119.57,54.85
1341,2025-10-06,Bike,Sports,Europe,Online,3,525.23,324.7
1342,2023-03-27,Watch,Accessories,Asia,Wholesale,2,270.89,75.16
1343,2024-11-28,Laptop,Electronics,Asia,Online,3,824.99,497.17
1344,2025-02-12,Laptop,Electronics,Asia,Retail,2,790.89,511.78
1345,2025-01-04,Jacket,Clothing,Europe,Wholesale,1,215.61,95.41
1346,2024-01-17,Shoes,Clothing,Europe,Online,3,125.54,57.45
1347,2024-08-26,Phone,Electronics,Asia,Retail,1,623.92,364.78
1348,2025-05-09,Shoes,Clothing,Asia,Wholesale,2,113.8,59.8
1349,2023-05-02,Blender,Home,Europe,Online,3,138.03,98.31
1350,2023-12-22,Jacket,Clothing,North America,Retail,2,192.99,109.63
1351,2024-12-08,Shoes,Clothing,Europe,Retail,2,119.47,59.66
1352,2024-03-08,Laptop,Electronics,North America,Online,2,816.81,505.99
1353,2023-09-14,Bike,Sports,North America,Retail,1,530.98,323.2
1354,2023-09-28,Shoes,Clothing,Asia,Online,4,114.36,62.81
1355,2025-03-08,Watch,Accessories,Asia,Online,1,237.64,78.51
1356,2025-11-12,Watch,Accessories,North America,Wholesale,4,228.56,85.67
1357,2023-11-21,Shoes,Clothing,Asia,Retail,1,110.43,54.14
1358,2025-11-02,Watch,Accessories,North America,Retail,3,252.04,87.49
1359,2025-12-05,Phone,Electronics,North America,Wholesale,4,590.8,315.65
1360,2025-10-30,Jacket,Clothing,North America,Wholesale,1,215.5,97.36
1361,2025-02-20,Bike,Sports,Europe,Wholesale,2,525.37,328.09
1362,2024-09-17,Jacket,Clothing,Asia,Wholesale,4,191.38,90.94
1363,2023-07-26,Watch,Accessories,North America,Retail,2,233.46,77.16
1364,2023-11-02,Shoes,Clothing,Europe,Retail,2,129.69,57.85
1365,2024-09-14,Jacket,Clothing,Asia,Wholesale,2,208.81,98.89
1366,2024-01-20,Bike,Sports,Asia,Online,2,490.88,289.61
1367,2025-05-08,Blender,Home,Europe,Retail,2,148.44,89.02
1368,2025-03-14,Phone,Electronics,Europe,Online,4,616.99,316.64
1369,2025-07-14,Laptop,Electronics,Asia,Retail,1,735.13,525.84
1370,2023-01-25,Bike,Sports,North America,Wholesale,2,460.46,322.86
1371,2024-07-22,Laptop,Electronics,North America,Retail,1,868.43,544.98
1372,2025-03-03,Bike,Sports,North America,Wholesale,1,466.07,328.7
1373,2024-02-17,Jacket,Clothing,Europe,Retail,2,205.58,92.58
1374,2025-04-23,Laptop,Electronics,North America,Online,4,866.2,533.3
1375,2025-09-03,Jacket,Clothing,North America,Wholesale,2,186.06,98.84
1376,2023-08-18,Watch,Accessories,Europe,Online,4,274.47,72.63
1377,2023-03-29,Laptop,Electronics,Europe,Retail,4,858.82,473.26
1378,2024-06-22,Jacket,Clothing,Asia,Online,2,188.58,104.76
1379,2023-02-01,Watch,Accessories,North America,Retail,4,268.08,87.07
1380,2024-10-08,Bike,Sports,Asia,Wholesale,4,476.85,309.25
1381,2024-01-18,Jacket,Clothing,North America,Online,1,200.5,95.36
1382,2023-04-27,Bike,Sports,Europe,Retail,3,527.73,303.4
1383,2024-10-05,Shoes,Clothing,Asia,Online,4,121.07,56.02
1384,2024-11-15,Laptop,Electronics,North America,Wholesale,2,751.54,537.54
1385,2024-11-10,Blender,Home,Asia,Retail,2,139.62,96.4
1386,2025-10-22,Shoes,Clothing,Europe,Retail,2,123.2,55.19
1387,2023-12-03,Laptop,Electronics,North America,Wholesale,3,746.18,486.28
1388,2025-06-23,Watch,Accessories,Europe,Retail,3,246.55,74.8
1389,2025-02-08,Watch,Accessories,Europe,Wholesale,2,255.95,76.53
1390,2025-02-04,Laptop,Electronics,Europe,Online,4,835.49,458.01
1391,2024-09-10,Watch,Accessories,Europe,Wholesale,4,233.12,86.32
1392,2025-04-20,Laptop,Electronics,Europe,Online,2,820.16,465.05
1393,2025-08-22,Bike,Sports,Europe,Wholesale,3,471.68,310.18
1394,2024-10-18,Laptop,Electronics,North America,Retail,3,787.87,494.67
1395,2023-02-21,Shoes,Clothing,North America,Online,2,128.73,57.59
1396,2025-12-27,Watch,Accessories,North America,Wholesale,2,257.66,74.38
1397,2024-09-11,Laptop,Electronics,Asia,Online,3,728.82,538.79
1398,2023-10-18,Laptop,Electronics,North America,Wholesale,4,750.95,471.04
1399,2024-04-11,Shoes,Clothing,North America,Online,1,108.13,54.42
1400,2024-01-23,Phone,Electronics,Europe,Wholesale,1,556.1,360.13
1401,2025-05-02,Watch,Accessories,Asia,Wholesale,1,237.8,82.41
1402,2023-02-10,Blender,Home,North America,Retail,2,143.04,91.87
1403,2024-03-26,Watch,Accessories,Europe,Retail,1,273.04,77.13
1404,2023-11-30,Bike,Sports,North America,Retail,1,541.38,292.1
1405,2023-02-24,Bike,Sports,North America,Retail,3,511.42,290.05
1406,2023-03-21,Bike,Sports,North America,Online,3,501.27,293.9
1407,2024-08-11,Phone,Electronics,North America,Wholesale,3,551.41,318.79
1408,2025-09-18,Watch,Accessories,North America,Wholesale,1,258.93,78.73
1409,2024-12-03,Blender,Home,Europe,Retail,2,155.8,84.06
1410,2025-08-22,Watch,Accessories,Europe,Retail,1,235.64,82.7
1411,2023-05-01,Laptop,Electronics,North America,Wholesale,1,846.78,472.52
1412,2024-05-26,Bike,Sports,North America,Retail,2,506.15,281.16
1413,2025-12-21,Watch,Accessories,Europe,Retail,3,239.26,75.83
1414,2023-04-16,Shoes,Clothing,North America,Wholesale,3,131.02,65.17
1415,2024-04-25,Phone,Electronics,Asia,Wholesale,2,605.71,359.83
1416,2025-03-25,Blender,Home,North America,Wholesale,2,150.01,96.13
1417,2025-12-31,Jacket,Clothing,North America,Online,2,213.23,95.85
1418,2025-11-09,Shoes,Clothing,North America,Retail,2,125.96,65.54
1419,2024-12-08,Bike,Sports,Europe,Online,2,510.37,276.32
1420,2023-09-21,Jacket,Clothing,North America,Wholesale,1,205.22,98.99
1421,2023-01-04,Blender,Home,Europe,Wholesale,2,152.21,95.79
1422,2024-08-05,Blender,Home,Asia,Retail,1,143.78,88.07
1423,2024-11-30,Bike,Sports,Europe,Retail,2,459.41,327.08
1424,2023-07-11,Phone,Electronics,North America,Wholesale,4,560.23,355.66
1425,2023-04-07,Shoes,Clothing,North America,Retail,4,116.91,62.64
1426,2023-09-30,Shoes,Clothing,Europe,Retail,4,124.2,59.01
1427,2025-11-22,Shoes,Clothing,North America,Wholesale,1,118.66,65.33
1428,2024-11-19,Phone,Electronics,Asia,Online,2,646.43,371.73
1429,2024-05-20,Laptop,Electronics,Europe,Retail,1,768.73,467.6
1430,2024-09-14,Watch,Accessories,Asia,Wholesale,2,267.03,85.56
1431,2025-01-16,Bike,Sports,Europe,Online,1,467.88,324.11
1432,2025-03-30,Shoes,Clothing,Asia,Retail,1,115.69,62.93
1433,2024-11-26,Blender,Home,North America,Retail,1,137.77,94.13
